Cacandungan, Natividad, 1,412
Calapugan, Natividad, 1,295
Canarem, Natividad, 1,139
Luna, Natividad, 1,488
Poblacion East, Natividad, 1,921
Poblacion West, Natividad, 1,760
Rizal, Natividad, 836
Salud, Natividad, 1,708
San Eugenio, Natividad, 1,601
San Macario Norte, Natividad, 1,154
San Macario Sur, Natividad, 1,135
San Maximo, Natividad, 1,569
San Miguel, Natividad, 2,343
Silag, Natividad, 737
Alipangpang, Pozorrubio, 5,634
Amagbagan, Pozorrubio, 2,480
Balacag, Pozorrubio, 806
Banding, Pozorrubio, 996
Bantugan, Pozorrubio, 1,046
Batakil, Pozorrubio, 2,770
Bobonan, Pozorrubio, 2,645
Buneg, Pozorrubio, 1,914
Cablong, Pozorrubio, 1,791
Casanfernandoan, Pozorrubio, 1,137
Castaño, Pozorrubio, 1,010
Dilan, Pozorrubio, 3,714
Don Benito, Pozorrubio, 1,397
Haway, Pozorrubio, 628
Imbalbalatong, Pozorrubio, 2,200
Inoman, Pozorrubio, 2,372
Laoac, Pozorrubio, 1,207
Maambal, Pozorrubio, 1,315
Malasin, Pozorrubio, 2,021
Malokiat, Pozorrubio, 1,136
Manaol, Pozorrubio, 1,435
Nama, Pozorrubio, 3,095
Nantangalan, Pozorrubio, 1,742
Palacpalac, Pozorrubio, 2,871
Palguyod, Pozorrubio, 3,043
Poblacion I, Pozorrubio, 2,578
Poblacion II, Pozorrubio, 1,299
Poblacion III, Pozorrubio, 1,510
Poblacion IV, Pozorrubio, 1,621
Rosario, Pozorrubio, 5,187
Sugcong, Pozorrubio, 1,906
Talogtog, Pozorrubio, 2,303
Tulnac, Pozorrubio, 885
Villegas, Pozorrubio, 1,861
Acop, Rosales, 2,015
Bakitbakit, Rosales, 854
Balingcanaway, Rosales, 2,004
Cabalaoangan Norte, Rosales, 1,840
Cabalaoangan Sur, Rosales, 2,255
Calanutan (Don Felix Coloma), Rosales, 1,290
Camangaan, Rosales, 1,154
Capitan Tomas, Rosales, 1,411
Carmay East, Rosales, 2,985
Carmay West, Rosales, 775
Carmen East, Rosales, 3,921
Carmen West, Rosales, 2,788
Casanicolasan, Rosales, 1,162
Coliling, Rosales, 1,965
Don Antonio Village, Rosales, 889
Guiling, Rosales, 3,246
Palakipak, Rosales, 1,880
Pangaoan, Rosales, 1,515
Rabago, Rosales, 2,185
Rizal, Rosales, 1,415
Salvacion, Rosales, 1,118
San Angel, Rosales, 932
San Antonio, Rosales, 1,227
San Bartolome, Rosales, 1,452
San Isidro, Rosales, 1,406
San Luis, Rosales, 1,054
San Pedro East, Rosales, 1,785
San Pedro West, Rosales, 1,954
San Vicente, Rosales, 455
Station District, Rosales, 3,207
Tomana East, Rosales, 1,367
Tomana West, Rosales, 3,118
Zone I (Poblacion), Rosales, 1,251
Zone II (Poblacion), Rosales, 722
Zone III (Poblacion), Rosales, 908
Zone IV (Poblacion), Rosales, 1,583
Zone V (Poblacion), Rosales, 1,993
Abanon, San Carlos, 1,877
Agdao, San Carlos, 3,776
Anando, San Carlos, 1,048
Ano, San Carlos, 2,758
Antipangol, San Carlos, 1,889
Aponit, San Carlos, 2,128
Bacnar, San Carlos, 5,145
Balaya, San Carlos, 1,906
Balayong, San Carlos, 1,883
Baldog, San Carlos, 2,001
Balite Sur, San Carlos, 3,346
Balococ, San Carlos, 1,736
Bani, San Carlos, 723
Bega, San Carlos, 2,013
Bocboc, San Carlos, 1,122
Bogaoan, San Carlos, 2,692
Bolingit, San Carlos, 3,285
Bolosan, San Carlos, 1,109
Bonifacio (Poblacion), San Carlos, 618
Buenglat, San Carlos, 1,552
Bugallon‑Posadas Street (Poblacion), San Carlos, 513
Burgos Padlan (Poblacion), San Carlos, 1,240
Cacaritan, San Carlos, 2,220
Caingal, San Carlos, 1,435
Calobaoan, San Carlos, 3,608
Calomboyan, San Carlos, 3,514
Caoayan‑Kiling, San Carlos, 4,261
Capataan, San Carlos, 2,221
Cobol, San Carlos, 3,640
Coliling, San Carlos, 4,541
Cruz, San Carlos, 2,027
Doyong, San Carlos, 2,175
Gamata, San Carlos, 2,161
Guelew, San Carlos, 4,116
Ilang, San Carlos, 1,226
Inerangan, San Carlos, 1,504
Isla, San Carlos, 2,520
Libas, San Carlos, 4,030
Lilimasan, San Carlos, 2,488
Longos, San Carlos, 1,205
Lucban (Poblacion), San Carlos, 1,070
M. Soriano, San Carlos, 932
Mabalbalino, San Carlos, 1,173
Mabini (Poblacion), San Carlos, 678
Magtaking, San Carlos, 2,926
Malacañang, San Carlos, 3,882
Maliwara, San Carlos, 822
Mamarlao, San Carlos, 2,679
Manzon, San Carlos, 1,779
Matagdem, San Carlos, 3,216
Mestizo Norte, San Carlos, 1,592
Naguilayan, San Carlos, 1,626
Nilentap, San Carlos, 1,417
Padilla‑Gomez, San Carlos, 2,096
Pagal, San Carlos, 4,121
Paitan‑Panoypoy, San Carlos, 1,656
Palaming, San Carlos, 2,823
Palaris (Poblacion), San Carlos, 616
Palospos, San Carlos, 1,480
Pangalangan, San Carlos, 3,112
Pangoloan, San Carlos, 1,523
Pangpang, San Carlos, 3,140
Parayao, San Carlos, 934
Payapa, San Carlos, 1,295
Payar, San Carlos, 1,667
Perez Boulevard (Poblacion), San Carlos, 694
PNR Station Site, San Carlos, 890
Polo, San Carlos, 1,654
Quezon Boulevard (Poblacion), San Carlos, 1,599
Quintong, San Carlos, 3,709
Rizal (Poblacion), San Carlos, 2,579
Roxas Boulevard (Poblacion), San Carlos, 1,503
Salinap, San Carlos, 2,471
San Juan, San Carlos, 2,900
San Pedro‑Taloy, San Carlos, 2,551
Sapinit, San Carlos, 1,360
Supo, San Carlos, 1,480
Talang, San Carlos, 1,611
Tamayo, San Carlos, 3,059
Tandang Sora, San Carlos, 585
Tandoc, San Carlos, 3,758
Tarece, San Carlos, 4,666
Tarectec, San Carlos, 1,525
Tayambani, San Carlos, 1,540
Tebag, San Carlos, 1,228
Turac, San Carlos, 5,702
Alacan, San Fabian, 1,812
Ambalangan‑Dalin, San Fabian, 2,190
Angio, San Fabian, 3,227
Anonang, San Fabian, 4,520
Aramal, San Fabian, 3,274
Bigbiga, San Fabian, 1,154
Binday, San Fabian, 2,254
Bolaoen, San Fabian, 1,159
Bolasi, San Fabian, 2,983
Cabaruan, San Fabian, 1,461
Cayanga, San Fabian, 4,586
Colisao, San Fabian, 842
Gomot, San Fabian, 770
Inmalog, San Fabian, 1,552
Inmalog Norte, San Fabian, 1,469
Lekep‑Butao, San Fabian, 2,796
Lipit‑Tomeeng, San Fabian, 2,104
Longos, San Fabian, 2,818
Longos Proper, San Fabian, 2,233
Longos‑Amangonan‑Parac‑Parac Fabrica, San Fabian, 2,602
Mabilao, San Fabian, 2,713
Nibaliw Central, San Fabian, 979
Nibaliw East, San Fabian, 2,464
Nibaliw Magliba, San Fabian, 1,993
Nibaliw Narvarte (Nibaliw West Compound), San Fabian, 2,422
Nibaliw Vidal (Nibaliw West Proper), San Fabian, 3,405
Palapad, San Fabian, 1,818
Poblacion, San Fabian, 4,002
Rabon, San Fabian, 2,351
Sagud‑Bahley, San Fabian, 4,125
Sobol, San Fabian, 2,479
Tempra‑Guilig, San Fabian, 3,886
Tiblong, San Fabian, 1,136
Tocok, San Fabian, 3,446
Awai, San Jacinto, 1,136
Bagong Pag‑asa (Poblacion East), San Jacinto, 1,312
Bolo, San Jacinto, 1,626
Capaoay (Poblacion), San Jacinto, 2,556
Casibong, San Jacinto, 2,567
Guibel, San Jacinto, 2,156
Imelda (Decrito), San Jacinto, 1,321
Labney, San Jacinto, 2,199
Lobong, San Jacinto, 4,798
Macayug, San Jacinto, 3,149
Magsaysay (Capay), San Jacinto, 1,059
San Guillermo (Poblacion West), San Jacinto, 920
San Jose, San Jacinto, 2,812
San Juan, San Jacinto, 1,819
San Roque, San Jacinto, 1,792
San Vicente, San Jacinto, 4,027
Santa Cruz, San Jacinto, 551
Santa Maria, San Jacinto, 2,690
Santo Tomas, San Jacinto, 2,358
Cabacaraan, San Manuel, 1,983
Cabaritan, San Manuel, 2,531
Flores, San Manuel, 6,499
Guiset Norte (Poblacion), San Manuel, 4,973
Guiset Sur (Poblacion), San Manuel, 5,039
Lapalo, San Manuel, 1,544
Nagsaag, San Manuel, 2,885
Narra, San Manuel, 3,453
San Antonio‑Arzadon, San Manuel, 2,599
San Bonifacio, San Manuel, 3,523
San Juan, San Manuel, 2,901
San Roque, San Manuel, 5,714
San Vicente, San Manuel, 3,672
Santo Domingo, San Manuel, 5,623
Bensican, San Nicolas, 705
Cabitnongan, San Nicolas, 1,285
Caboloan, San Nicolas, 879
Cacabugaoan, San Nicolas, 1,348
Calanutian, San Nicolas, 539
Calaocan, San Nicolas, 1,239
Camanggaan, San Nicolas, 535
Camindoroan, San Nicolas, 524
Casaratan, San Nicolas, 1,133
Dalumpinas, San Nicolas, 1,433
Fianza, San Nicolas, 860
Lungao, San Nicolas, 630
Malico, San Nicolas, 254
Malilion, San Nicolas, 1,103
Nagkaysa, San Nicolas, 986
Nining, San Nicolas, 429
Poblacion East, San Nicolas, 2,712
Poblacion West, San Nicolas, 601
Salingcob, San Nicolas, 782
Salpad, San Nicolas, 556
San Felipe East, San Nicolas, 2,640
San Felipe West, San Nicolas, 1,019
San Isidro (Santa Cruzan), San Nicolas, 799
San Jose, San Nicolas, 1,130
San Rafael Centro, San Nicolas, 842
San Rafael East, San Nicolas, 811
San Rafael West, San Nicolas, 1,510
San Roque, San Nicolas, 2,775
Santa Maria East, San Nicolas, 1,823
Santa Maria West, San Nicolas, 1,241
Santo Tomas, San Nicolas, 547
Siblot, San Nicolas, 1,288
Sobol, San Nicolas, 616
Alac, San Quintin, 3,650
Baligayan, San Quintin, 998
Bantog, San Quintin, 1,177
Bolintaguen, San Quintin, 1,703
Cabalaoangan, San Quintin, 3,074
Cabangaran, San Quintin, 1,535
Calomboyan, San Quintin, 1,983
Carayacan, San Quintin, 1,784
Casantamarian, San Quintin, 1,931
Gonzalo, San Quintin, 1,884
Labuan, San Quintin, 673
Lagasit, San Quintin, 3,547
Lumayao, San Quintin, 1,193
Mabini, San Quintin, 895
Mantacdang, San Quintin, 1,082
Nangapugan, San Quintin, 1,854
Poblacion Zone I, San Quintin, 586
Poblacion Zone II, San Quintin, 483
Poblacion Zone III, San Quintin, 346
San Pedro, San Quintin, 1,449
Ungib, San Quintin, 1,118
Alibago, Santa Barbara, 1,373
Balingueo, Santa Barbara, 3,545
Banaoang, Santa Barbara, 4,638
Banzal, Santa Barbara, 1,504
Botao, Santa Barbara, 3,327
Cablong, Santa Barbara, 2,481
Carusocan, Santa Barbara, 1,766
Dalongue, Santa Barbara, 1,980
Erfe, Santa Barbara, 689
Gueguesangen, Santa Barbara, 1,687
Leet, Santa Barbara, 4,258
Malanay, Santa Barbara, 2,559
Maningding, Santa Barbara, 4,606
Maronong, Santa Barbara, 3,303
Maticmatic, Santa Barbara, 4,575
Minien East, Santa Barbara, 3,068
Minien West, Santa Barbara, 4,750
Nilombot, Santa Barbara, 2,298
Patayac, Santa Barbara, 2,751
Payas, Santa Barbara, 3,610
Poblacion Norte, Santa Barbara, 1,713
Poblacion Sur, Santa Barbara, 1,905
Primicias (Ventinilla West), Santa Barbara, 1,939
Sapang, Santa Barbara, 2,252
Sonquil, Santa Barbara, 3,000
Tebag East, Santa Barbara, 547
Tebag West, Santa Barbara, 2,452
Tuliao, Santa Barbara, 6,053
Ventinilla (Ventinilla East), Santa Barbara, 3,383
Bal‑loy, Santa Maria, 641
Bantog, Santa Maria, 1,193
Caboluan, Santa Maria, 743
Cal‑litang, Santa Maria, 2,281
Capandanan, Santa Maria, 996
Cauplasan, Santa Maria, 927
Dalayap, Santa Maria, 1,187
Libsong, Santa Maria, 1,055
Namagbagan, Santa Maria, 2,054
Paitan, Santa Maria, 2,083
Pataquid, Santa Maria, 883
Pilar, Santa Maria, 1,851
Poblacion East, Santa Maria, 1,051
Poblacion West, Santa Maria, 1,197
Pugot, Santa Maria, 264
Samon, Santa Maria, 2,430
San Alejandro, Santa Maria, 2,079
San Mariano, Santa Maria, 878
San Pablo, Santa Maria, 1,343
San Patricio, Santa Maria, 1,088
San Vicente, Santa Maria, 3,755
Santa Cruz, Santa Maria, 967
Santa Rosa, Santa Maria, 2,092
La Luna, Santo Tomas, 914
Poblacion East, Santo Tomas, 1,119
Poblacion West, Santo Tomas, 606
Salvacion, Santo Tomas, 1,537
San Agustin, Santo Tomas, 1,618
San Antonio, Santo Tomas, 4,249
San Jose, Santo Tomas, 1,334
San Marcos, Santo Tomas, 975
Santo Domingo, Santo Tomas, 1,496
Santo Niño, Santo Tomas, 1,174
Agat, Sison, 1,310
Alibeng, Sison, 1,422
Amagbagan, Sison, 751
Artacho, Sison, 1,305
Asan Norte, Sison, 2,425
Asan Sur, Sison, 2,826
Bantay Insik, Sison, 1,416
Bila, Sison, 1,686
Binmeckeg, Sison, 1,734
Bulaoen East, Sison, 1,031
Bulaoen West, Sison, 1,046
Cabaritan, Sison, 1,619
Calunetan, Sison, 817
Camangaan, Sison, 1,185
Cauringan, Sison, 1,649
Dungon, Sison, 1,588
Esperanza, Sison, 1,891
Inmalog, Sison, 1,673
Killo, Sison, 1,764
Labayug, Sison, 2,859
Paldit, Sison, 4,078
Pindangan, Sison, 1,562
Pinmilapil, Sison, 1,867
Poblacion Central, Sison, 1,596
Poblacion Norte, Sison, 1,984
Poblacion Sur, Sison, 1,137
Sagunto, Sison, 2,064
Tara‑tara, Sison, 1,233
Baquioen, Sual, 2,837
Baybay Norte, Sual, 1,339
Baybay Sur, Sual, 1,506
Bolaoen, Sual, 903
Cabalitian, Sual, 993
Calumbuyan, Sual, 626
Camagsingalan, Sual, 1,751
Caoayan, Sual, 2,575
Capantolan, Sual, 1,712
Macaycayawan, Sual, 654
Paitan East, Sual, 1,101
Paitan West, Sual, 1,971
Pangascasan, Sual, 3,172
Poblacion, Sual, 7,312
Santo Domingo, Sual, 772
Seselangen, Sual, 1,900
Sioasio East, Sual, 1,082
Sioasio West, Sual, 657
Victoria, Sual, 1,286
Agno, Tayug, 2,080
Amistad, Tayug, 2,331
Barangay A (Poblacion), Tayug, 2,495
Barangay B (Poblacion), Tayug, 1,400
Barangay C (Poblacion), Tayug, 1,802
Barangay D (Poblacion), Tayug, 1,618
Barangobong, Tayug, 1,857
C. Lichauco, Tayug, 1,196
Carriedo, Tayug, 2,421
Evangelista, Tayug, 1,840
Guzon, Tayug, 542
Lawak, Tayug, 2,167
Legaspi, Tayug, 3,558
Libertad, Tayug, 2,542
Magallanes, Tayug, 2,948
Panganiban, Tayug, 2,909
Saleng, Tayug, 666
Santo Domingo, Tayug, 1,622
Toketec, Tayug, 1,964
Trenchera, Tayug, 4,107
Zamora, Tayug, 1,084
Abot Molina, Umingan, 1,756
Alo‑o, Umingan, 1,225
Amaronan, Umingan, 1,938
Annam, Umingan, 724
Bantug, Umingan, 2,032
Baracbac, Umingan, 913
Barat, Umingan, 2,440
Buenavista, Umingan, 656
Cabalitian, Umingan, 868
Cabangaran, Umingan, 1,036
Cabaruan, Umingan, 1,096
Cabatuan, Umingan, 1,398
Cadiz, Umingan, 940
Calitlitan, Umingan, 930
Capas, Umingan, 1,208
Carayungan Sur, Umingan, 997
Carosalesan, Umingan, 1,257
Casilan, Umingan, 607
Caurdanetaan, Umingan, 2,085
Concepcion, Umingan, 883
Decreto, Umingan, 624
Del Rosario, Umingan, 381
Diaz, Umingan, 1,462
Diket, Umingan, 1,231
Don Justo Abalos (Caroan), Umingan, 1,138
Don Montano, Umingan, 2,403
Esperanza, Umingan, 1,027
Evangelista, Umingan, 599
Flores, Umingan, 1,979
Fulgosino, Umingan, 797
Gonzales, Umingan, 1,846
La Paz, Umingan, 2,263
Labuan, Umingan, 543
Lauren, Umingan, 1,217
Lubong, Umingan, 1,289
Luna Este, Umingan, 952
Luna Weste, Umingan, 836
Mantacdang, Umingan, 699
Maseil‑seil, Umingan, 2,090
Nampalcan, Umingan, 1,254
Nancalabasaan, Umingan, 2,616
Pangangaan, Umingan, 888
Papallasen, Umingan, 1,242
Pemienta, Umingan, 2,016
Poblacion East, Umingan, 1,545
Poblacion West, Umingan, 2,570
Prado, Umingan, 1,112
Resurreccion, Umingan, 801
Ricos, Umingan, 1,014
San Andres, Umingan, 875
San Juan, Umingan, 1,172
San Leon, Umingan, 2,288
San Pablo, Umingan, 446
San Vicente, Umingan, 1,026
Santa Maria, Umingan, 1,674
Santa Rosa, Umingan, 832
Sinabaan, Umingan, 1,124
Tanggal Sawang, Umingan, 392
Angatel, Urbiztondo, 2,771
Balangay, Urbiztondo, 1,397
Batangcaoa, Urbiztondo, 1,722
Baug, Urbiztondo, 1,626
Bayaoas, Urbiztondo, 3,864
Bituag, Urbiztondo, 2,106
Camambugan, Urbiztondo, 1,355
Dalangiring, Urbiztondo, 5,995
Duplac, Urbiztondo, 1,126
Galarin, Urbiztondo, 2,080
Gueteb, Urbiztondo, 1,774
Malaca, Urbiztondo, 1,346
Malayo, Urbiztondo, 1,822
Malibong, Urbiztondo, 2,876
Pasibi East, Urbiztondo, 2,440
Pasibi West, Urbiztondo, 1,159
Pisuac, Urbiztondo, 3,025
Poblacion, Urbiztondo, 5,106
Real, Urbiztondo, 2,727
Salavante, Urbiztondo, 1,028
Sawat, Urbiztondo, 2,825
Anonas, Urdaneta, 5,595
Bactad East, Urdaneta, 2,104
Bayaoas, Urdaneta, 5,653
Bolaoen, Urdaneta, 1,565
Cabaruan, Urdaneta, 2,281
Cabuloan, Urdaneta, 2,830
Camanang, Urdaneta, 4,484
Camantiles, Urdaneta, 6,123
Casantaan, Urdaneta, 1,559
Catablan, Urdaneta, 5,576
Cayambanan, Urdaneta, 4,008
Consolacion, Urdaneta, 1,585
Dilan Paurido, Urdaneta, 6,185
Dr. Pedro T. Orata (Bactad Proper), Urdaneta, 1,960
Labit Proper, Urdaneta, 3,417
Labit West, Urdaneta, 2,443
Mabanogbog, Urdaneta, 3,349
Macalong, Urdaneta, 1,515
Nancalobasaan, Urdaneta, 3,226
Nancamaliran East, Urdaneta, 4,882
Nancamaliran West, Urdaneta, 5,383
Nancayasan, Urdaneta, 6,944
Oltama, Urdaneta, 1,393
Palina East, Urdaneta, 4,510
Palina West, Urdaneta, 2,965
Pinmaludpod, Urdaneta, 7,213
Poblacion, Urdaneta, 7,665
San Jose, Urdaneta, 5,677
San Vicente, Urdaneta, 10,572
Santa Lucia, Urdaneta, 2,840
Santo Domingo, Urdaneta, 3,241
Sugcong, Urdaneta, 960
Tipuso, Urdaneta, 1,911
Tulong, Urdaneta, 1,326
Amamperez, Villasis, 4,876
Bacag, Villasis, 5,914
Barangobong, Villasis, 3,752
Barraca, Villasis, 2,022
Capulaan, Villasis, 3,478
Caramutan, Villasis, 3,588
La Paz, Villasis, 1,057
Labit, Villasis, 1,284
Lipay, Villasis, 3,694
Lomboy, Villasis, 1,669
Piaz (Plaza), Villasis, 5,241
Puelay, Villasis, 7,319
San Blas, Villasis, 3,094
San Nicolas, Villasis, 2,166
Tombod, Villasis, 2,322
Unzad, Villasis, 3,663
Zone I (Poblacion), Villasis, 1,679
Zone II (Poblacion), Villasis, 2,454
Zone III (Poblacion), Villasis, 1,141
Zone IV (Poblacion), Villasis, 1,136
Zone V (Poblacion), Villasis, 784
